"alavancagem","capital","ebitida","empregados","fundos","rendimentos","renteco","rentfin","resvendas"
183.896,4.5,2.96597332255999,14,24.98008,720.59313,5.084,41.501,1.07900834414006
-500.194,72.12145,8.88121373555358,11,-107.00835,717.06769,6.289,-35.8,4.01375213284527
1125.377,6.01,12.850557043891,8,145.21367,711.78323,1.339,19.503,4.14373207415971
38.857,353.13506,12.5343672077297,7,657.78874,711.35398,1.464,2.342,1.62485911725692
0.015,48.08097,11.0415074598174,8,430.43714,696.5519,0.679,0.922,0.139189915353041
33.646,60.2,10.0889345317724,19,84.98474,695.70052,24.195,54.93,6.23825320699775
-521.766,20,5.50027287599644,6,-37.44575,694.87607,-8.789,79.99,-3.26868789710948
22.413,60,8.97633526015547,4,89.6173,693.21278,11.454,44.09,4.27334673101088
16.175,218.8,26.3388192982774,7,397.29174,677.48762,20.416,34.459,17.2515860880233
37.937,33.01,12.9282129023733,6,185.15456,676.17095,16.124,29.984,6.1150497518416
544.187,19,2.22852195263437,11,15.96518,672.68487,-2.194,-87.399,-2.07430858375037
279.98,24,9.61399139377168,6,103.51531,660.62288,6.504,32.968,3.99144028134745
0.666,65,1.32103901774857,2,83.76437,660.16906,1.824,6.329,0.602928378005476
20.804,3.1,-2.62142430611026,6,177.26736,653.10076,-18.874,-34.164,-7.04896120111363
38.743,60.10121,10.4713700696515,7,312.83966,653.02534,3.448,6.401,2.89565792347354
84.473,156.9,12.8423522726416,11,186.0827,649.7087,1.015,2.433,0.696940028662076
74.277,67.91312,27.0717875887681,9,348.6774,649.359679,5.363,10.959,4.42209564432823
55.285,60,12.5450037585351,3,117.94634,642.08526,11.734,48.186,8.12951694296798
-101.746,61,-25.0049262945102,21,-140.85431,635.163,-55.675,113.334,-25.1331752636725
400.756,105.726,10.3942029494654,2,101.23065,615.97738,2.351,22.215,2.75044515433343
0.049,3.01,12.425926294417,6,204.49621,613.61349,24.86,34.466,8.61488068001895
15.32,191,25.0147746577427,5,529.32504,613.29357,13.218,17.058,11.631798695955
98.209,3.5,6.99857573118869,6,98.98386,612.6983,0.763,4.083,0.347075879061991
211.412,60,96.1266467522103,1,1059.345129,611.19376,7.475,24.549,32.5879583519229
3.957,27.04554,3.11642842160038,1,126.34039,587.57775,2.677,10.329,1.66573019485506
0,59.3,3.40224787230684,3,69.90294,574.91255,1.787,17.687,1.61298618372481
-33.929,63.76738,4.91957659020224,14,-82.86768,569.44738,2.667,-9.255,0.990491869503377
487.438,42,19.2281851539311,3,44.64768,568.60062,0.593,4.722,0.278142503608244
-8.846,19,12.5516772013281,6,-801.21874,568.33815,17.911,-8.526,8.97261955756445
331.258,49,15.661085276208,10,76.46894,567.72463,8.735,47.895,4.89503295364624
563.967,31.0005,6.23244961796831,4,45.3242,565.82847,3.273,27.853,1.74018485347347
190.656,132.5,11.2165317017345,3,143.50728,563.77072,0.52,2,0.214363168249111
233.942,60.1,1.29039234599764,1,52.22238,556.79732,0.564,3.586,0.336411461175855
39.569,3.0052,15.1075478208856,1,180.17683,553.16416,4.198,21.771,5.31853690593404
35.548,21.03542,16.1814213288557,11,164.90169,552.73964,16.719,29.136,6.47611233382863
80.636,9.03,8.15552027013535,5,134.08806,544.36711,6.501,19.646,3.62945145602202
239.402,14.001,27.4548640864509,3,109.46967,540.3058,15.047,65.287,9.11964932048549
623.202,3.1,11.606667625575,5,26.30088,536.37385,3.632,39.851,1.54250994898428
10.923,12.02024,3.18319425200537,8,379.62378,536.24679,1.145,3.279,1.74808480097401
50.37,180,9.54233917686291,5,190.4787,532.22799,2.459,7.467,1.96883670097847
309.104,3.1,9.76316399388738,5,33.84967,532.20807,-1.154,-9.449,-0.664018560516988
1.508,8.0534,17.0202956241289,4,583.00984,525.89415,7.292,8.149,6.77587685658797
90.236,63.0294,9.24992256255787,9,217.14444,516.92919,4.404,9.832,3.17896606309434
3321.498,9.1,8.48459394125207,5,3.99708,503.14653,3.836,229.139,1.82031862566954
199.303,147,3.18230365407635,6,129.08178,500.82998,-4.336,-16.201,-4.19439151582512
36.708,67.15219,13.747826771597,1,110.07712,498.26217,13.373,34.907,5.78394101241923
50.805,3.01006,7.37285403988915,8,101.76531,497.22441,4.324,9.104,1.17618320468217
17.292,4.207,17.3276975059572,9,314.78401,491.56935,18.063,25.56,12.7097956778632
837.279,3.01,5.05736479119586,6,4.13143,486.74008,15.828,494.784,4.16033325007637
19.189,19,2.83978976033327,2,32.94171,479.76399,5.605,32.173,1.65791432809917
639.077,9,15.1402458324447,4,34.24793,479.550839,5.792,60.003,3.02067657275221
32.105,12,36.3092462398702,4,426.80299,478.87303,22.91,33.536,23.0680889545261
33.142,165,21.7164728103853,3,383.18576,478.26496,10.87,16.088,9.84413744214086
167.571,75,-25.1195434225473,5,127.8163,477.6758,-31.374,-146.655,-29.4314993558393
283.735,24,11.1927634945838,3,45.31472,468.7677,7.652,44.308,3.21239283337994
-90.37,3.01,1.09560166524271,3,-54.17634,467.85252,7.464,-6.136,0.710591448775353
41.079,60,7.58755630207162,6,117.35221,464.04598,3.669,16.677,4.2175195656258
159.938,15,14.5867582847956,4,43.0965,461.39471,17.359,77.091,6.08948892636956
440.229,19,7.02143693737044,5,13.96514,457.82566,3.579,77.165,1.76535539751092
913.106,14.1,8.32342093468001,3,19.84502,457.79848,3.019,38.929,1.2554898808305
102.35,61.3,0.0910181220509545,4,43.072,455.90811,-13.358,-41.698,-2.98315158289244
155.941,148.9,10.9460623573883,8,160.72589,455.46744,2.736,10.27,2.59642928592217
564.781,30,6.50927185688472,7,31.57098,448.04887,2.203,19.069,1.22273045795205
823.303,9,9.05165283669182,11,32.32778,440.82138,1.974,58.278,3.22444721651195
263.78,54,15.0427938566193,4,49.58711,437.79999,-2.204,-11.66,-1.00796941544014
-114.367,39.18526,7.16312222970927,7,-27.47829,437.73384,2.405,-21.58,0.913150785874814
197.332,16,22.3984604469595,5,95.30604,432.40342,15.532,67.085,14.7862313392433
138.645,3.01,13.9088247960916,2,121.48408,428.56367,2.532,7.576,1.60786844111168
1373.538,9,4.1415439228012,5,15.25874,428.50614,0.83,18.602,0.352429022370601
220.854,80,14.0007305951255,3,86.49924,426.15599,3.798,15.077,2.26415219277511
149.608,15,21.8211845587723,6,290.01196,422.31685,2.171,7.101,3.9859352808334
424.472,3.006,4.4742109290398,4,36.54539,415.44711,2.199,18.456,1.2176351401265
169.67,66.1,-2.36664934041998,3,90.21529,411.67907,-9.401,-35.948,-5.99265777522587
215.696,9,3.77078993547,2,53.29221,401.75269,1,4.115,0.409406095078044
64.754,30,13.3468804446245,8,133.14603,397.001329,10.793,21.286,2.47529312956065
122.745,24,7.38667571816226,4,26.95518,395.83882,0.569,3.968,-0.114554201631866
36.129,42.07085,-1.86746603611583,5,136.88304,395.13811,-4.725,-9.964,-2.58887961983723
156.746,34,13.8629075730546,4,58.2107,392.42474,9.751,36.609,4.07289305969853
542.857,47.1,15.8307731083224,4,47.33789,386.36578,2.402,19.356,2.37156354788977
71.664,12.02024,19.1577265569665,6,173.40904,379.85645,3.701,6.704,2.29544608232926
235.918,14,2.87210614669903,4,13.66278,377.92301,-0.429,-2.55,-0.106103621475707
25.38,9,26.9167599890692,3,91.01493,373.258,28.875,84.473,15.4485449742537
29.201,18.03036,11.7257934464371,7,309.17313,369.86761,4.012,5.602,3.55375917198572
82.889,100,12.4777201615396,6,107.1817,367.00109,3.187,7.444,1.63063275915611
2127.01,19,2.2802073577332,3,4.53658,360.0348,2.02,72.499,0.913525581416019
5.099,97.6,5.8578811019548,1,104.88282,355.89046,1.434,5.059,1.19017239180842
276.389,14,19.2224318051079,2,77.19846,355.80582,3.67,15.479,2.70166765909539
-20.736,379.3,-21.6292754083318,5,-110.91445,353.27152,-31.891,70.433,-22.1135289932231
110.982,6.01012,7.64547912129395,2,187.54905,351.84963,1.512,6.936,3.69743745360767
489.562,34.09316,11.2979841824785,6,27.01764,349.22159,5.011,36.427,2.07431619562811
5.822,102.8,22.2711523576249,5,502.80005,336.88396,6.392,7.321,8.20131952854033
160.993,21,6.57976689926118,2,40.02264,331.8651,5.208,26.522,2.71876735456666
325.415,60,12.7310314202366,2,51.85332,328.3298,1.951,16.539,1.9423518669338
9.037,60.10121,6.57191748001258,5,135.44572,327.95497,5.866,8.717,2.70015118234067
53.005,78,8.9816354607713,1,283.05911,325.97369,0.663,2.021,1.32560472238688
-1446.266,36.06072,4.33539317189231,3,-8.36926,325.81382,-2.147,113.903,-2.20854847030921
-22.99,3.1,15.3694897536884,6,-71.64188,313.3957,24.655,-38.884,5.4337088862419
288.792,24,9.64043000392365,2,23.1677,303.39072,-0.613,-3.984,-0.259230077966788
-3943.316,122,6.5346174111617,2,-4.20935,302.6196,0.958,-47.9,0.491879992304213
0.204,60.40172,12.607521445833,4,555.27413,301.17205,4.782,6.902,9.26723321732811
55.053,49.28299,3.89104971747902,4,31.8373,300.97765,-5.28,-39.543,-4.80603792341392
27.899,13.52277,12.9128058513939,3,207.69887,294.48983,4.062,5.82,3.07724039230828
133.345,103.3,-1.66235393105384,2,63.70341,294.07089,-5.376,-22.457,-3.64871885143069
510.328,30,-1.32326760618562,3,46.87922,294.03274,-5.361,-42.301,-6.74436799112915
0.215,84,15.3743126820333,6,209.02773,292.43454,5.161,5.788,3.11444464143601
59.837,14.1,10.5818461967612,3,38.43246,292.02597,7.149,43.508,5.16203404786225
237.005,15,20.2511804963931,3,60.97492,289.95006,17.56,80.847,12.7563174154887
-136.235,75,10.8371369374403,7,-152.11542,289.89391,-15.659,23.176,-9.12109536899206
51.778,25,7.54388337617337,4,18.42824,288.44123,9.446,59.713,2.83990607029376
748.613,60.1,0.888389843255363,3,60.38186,285.879,0.05,0.622,0.0985941604664911
364.374,3.01,3.66342048929164,5,84.29945,285.50109,0.405,3.234,0.719054322536919
10.108,65.1,-0.654180814884293,1,61.16947,282.8551,-8.551,-14.571,-2.74010744541757
196.777,120.20242,19.9386257213,2,234.66585,282.65799,2.714,8.35,6.23990724100177
4.912,12.02024,17.484230746711,1,89.72183,280.60777,24.8,46.906,11.2484376323578
-418.858,12.02024,6.10216333033887,3,-42.5823,276.38821,4.63,-22.151,3.41289159910258
1313.049,48,11.5066817612841,3,43.30808,271.62,-0.658,-14.094,-1.72738384507768
76.303,12,23.7349575104313,6,239.10183,270.33341,6.694,16.011,10.6212916857003
172.378,3.60607,16.2339117949581,2,28.39222,268.86049,6.732,25.238,1.47097224505819
251.402,117.5,5.61035023269714,2,25.29888,265.54688,1.325,22.697,2.16237524613356
-40.964,3.00506,3.92811192019602,3,-244.48263,259.28332,1.714,-0.973,0.40637785724126
-268.872,3.00506,59.1067724960638,5,-185.62855,258.07826,27.142,-48.009,34.5320330352506
834.089,26,9.08707968301442,3,27.5362,252.21084,0.584,8.467,0.609093566319354
265.126,14,5.6313559369337,2,15.9223,250.81668,2.311,24.591,1.56108437445229
66.264,3.006,19.086216576039,3,98.36413,249.372,8.619,21.628,6.27381582535329
208.748,20,8.68894655709931,4,24.15468,247.25735,4.248,24.686,2.11507160454482
210.505,3.1,15.5260698423612,4,26.96025,247.14342,20.429,118.002,9.65441442867465
239.67,17,8.95267789005742,1,33.7258,246.84994,6.84,32.325,3.31234838460969
-11.272,4,1.01563710028791,5,-426.47408,246.335789,1.382,-0.523,1.01074270345854
28.031,20,20.3990445688712,3,65.27048,245.6064,32.84,66.387,13.2319556819366
297.956,19,17.3495963564478,3,55.98064,245.39349,4.371,21.93,3.75213702694395
255.241,64,-6.82456994842054,2,30.76247,241.34605,-20.539,-108.045,-13.7717315033745
3514.764,66,10.2579904805308,1,23.87044,239.49596,-6.992,-322.186,-38.3467875032285
393.657,30,4.57963009033599,1,18.85415,236.95183,-7.823,-75.139,-4.70538017606701
-219.893,3.2,45.2144374534618,2,-38.52307,236.56665,86.519,-242.161,39.4341552370125
-271.975,17,5.750336189956,8,-17.1093,235.66416,4.203,-29.737,1.62033525807893
2.382,363.52211,-18.235008722915,2,502.62528,234.30548,-8.816,-9.754,-15.7277710863851
195.128,66.6,24.2748242756729,2,194.6629,233.32,4.159,16.96,12.027644436825
88.916,129.198,5.56569982990552,2,68.80627,229.97478,2.625,13.959,4.1841690249273
39.403,20,17.8072276876717,2,55.78048,225.66,8.117,15.626,2.85276079056988
-163.518,9.01,-7.40328193988746,2,-14.40217,223.98224,-32.7,215.647,-10.477951706893
25.843,30,-4.52140710768689,3,37.11873,221.87584,-15.638,-44.431,-5.7174499035136
136.571,45,10.7090631104412,2,80.68733,221.63274,3.797,10.552,2.87570780381996
12.092,803.1,-5.37257996410138,4,850.8097,220.71243,-1.833,-2.206,-36.5706881639766
15.086,1651.548,14.1592833940731,4,1754.3149,219.25772,0.814,1.002,8.06528704176063
285.195,42,19.2319865740163,3,63.18725,216.297,7.172,31.708,7.87366445211908
492.001,9,7.83142154986656,1,16.89168,214.77271,3.002,32.118,1.85837525148656
30.11,260.8,8.54049510340508,3,206.25751,213.54125,0.24,0.429,0.310839240661933
1.743,60.5,44.8949420351598,1,126.83315,213.49943,39.588,69.732,31.2087042415805
-443.293,12,-13.3657392117492,3,-12.63347,212.67952,-33.227,259.981,-11.5824363342554
64.506,105.2,17.4145354976038,2,79.49728,203.22414,18.622,38.916,12.9400375368792
370.658,16.1,15.0570643997716,2,22.55554,201.30677,4.479,33.671,3.2068171378439
8820.034,22.01,11.286659996065,2,1.67918,197.05369,-4.833,-734.755,-6.26117176491341
61.508,60.1,-14.6028974688109,3,17.29576,192.68059,-17.718,-200.223,-17.9728482251378
1005.699,14.1,17.4815215586741,3,18.85056,186.1223,3.02,36.154,3.21136156172581
-81.72,12.02024,-12.4263810413933,4,-140.89894,184.13327,-3.07,16.236,-9.31978578104495
446.096,97,28.77580429489,4,21.31159,183.67921,13.569,121.023,10.5313824030493
3324.494,12.75,-4.4811525354841,2,4.10337,183.0538,-5.073,-280.96,-4.72354575540087
145.492,23.1,18.5824324387488,1,30.16901,181.85165,12.809,41.142,6.8254591036155
19.426,50,-0.517626383278168,3,415.44948,176.15582,-3.453,-4.452,-10.4997723038614
681.813,19,20.055526327747,2,24.16888,175.84091,0.294,2.656,0.273844124214325
45.421,32.75456,19.6324234241751,3,16.8717,174.37455,24.201,164.434,15.9099134592749
135.517,63,0.132191329915983,1,9.22331,172.74264,-4.679,-37.869,-2.02200923411579
-38247.944,19.5,-1.60084700906131,1,-0.233,171.22367,-17.679,8302.36,-8.82517002468175
177.933,3.1,18.1125105432316,2,28.61079,163.54094,14.899,57.747,7.57701404920383
257.456,17.01,16.1112272572858,2,25.27624,161.96066,11.438,43.604,5.10385670199171
10746.072,3,6.15707711080691,2,0.37007,161.443,-3.942,-710.657,-1.62901457480349
-219.017,3.2,16.7741803187317,3,-29.1961,159.119669,23.692,-57.468,8.03265316343491
180.34,14.7,15.0452607331414,1,33.13733,157.79793,8.509,29.743,4.65290641011577
196.499,9,9.11282448721436,2,48.33328,151.97286,-2.69,-9.994,-2.80640898644666
39.743,58.29817,13.6778709077186,1,176.66722,151.72588,4.074,5.912,5.16296890154798
-782.266,29,-11.9449345943715,3,-5.76453,149.58575,-39.289,431.386,-12.4915240923684
33.326,3.006,16.9378791458785,3,72.24519,146.60584,10.063,25.173,9.30378353277059
46.774,3.00506,17.2261187152268,2,70.31594,146.485,9.171,18.138,6.53019080451923
114.217,14.1,0.811181154144192,1,14.5558,146.16094,2.059,9.019,0.843180127330872
33.1,9,13.5451849622401,1,77.85021,143.20085,7.721,12.747,5.11148502260985
22.595,66,29.9429867010226,4,101.93579,139.77616,15.249,23.061,12.800265796399
237.941,34,0.202383040081762,2,12.76939,138.50963,-10.29,-55.877,-3.95759486181575
84.239,20.6,-21.4931498630265,2,5.84807,136.6688,-48.029,-594.246,-25.4278445409633
455.598,63.1,2.12544955465504,1,14.78191,135.9957,2.588,19.554,1.5646744713252
15.194,18,36.6984392917244,2,30.95233,134.298,25.179,136.406,23.5787204574901
1276.19,30,31.5155256215974,2,32.97329,134.0475,0.337,4.67,0.996224579521431
1479.1,9,11.6684298254723,3,11.5128,132.13028,1.547,29.101,1.90175938475269
488.009,22.02,6.18362764161723,1,15.62893,130.47797,-5.806,-39.105,-3.58265849664276
28.902,3.00506,22.5699216027304,1,59.31429,129.76855,14.586,38.083,13.0551817061992
112.263,116.4,-3.151752680755,2,79.51458,128.1036,-3.02,-12.818,-6.30802815576598
57.002,3.00506,22.6521958549147,1,91.24802,126.73504,10.101,17.194,10.1161540273986
12.457,3.00506,4.68236620257904,4,118.60933,125.07829,0.772,1.246,0.92194526543402
-269.554,24,18.3760443443124,1,-7.4418,125.01265,18.416,-209.95,9.3735154002415
102.576,20,13.4092299395836,3,41.08921,123.91575,5.377,12.854,3.20360589956302
734.066,9,9.82675921538018,1,8.208629,123.76185,1.17,11.758,0.584946007190423
-121.082,9.2,-5.65293336559754,2,-2.01963,122.94325,-31.37,501.473,-8.23786584460717
17.079,9,29.1653068711591,1,103.6331,121.92397,19.716,29.526,18.8228450894439
-1084.915,9.01,8.67857224512058,1,-4.77976,120.71708,-4.433,67.433,-2.67001156754289
25.191,3,22.0487767846181,1,23.81757,118.02623,9.314,46.548,7.04503566707163
-133.649,3.00506,-5.23055362466319,6,-159.96488,115.96645,-6.568,11.165,-11.9996201914808
-34.619,3.00506,32.6113915725994,1,-41.97522,115.47238,95.622,-77.188,21.043950077066
191.777,15,-8.68041995472459,1,3.09261,115.23595,-26.644,-514.447,-10.3365290712846
376.665,30.8,23.5677233679964,2,42.93166,115.012,4.294,33.244,10.5481688867249
25.257,12.02024,110.805133421278,4,106.21119,112.66726,5.595,7.965,34.2197883509995
116.087,12,0.517796078571941,1,12.61606,112.34712,-6.317,-24.124,-2.04553193777332
375.69,9,29.713726928114,1,7.86936,109.14474,27.459,324.12,23.3691701496563
269.872,10,12.0223572250627,1,14.06916,106.006,6.859,30.666,3.42554195045563
48.436,26.02382,-2.42594671027803,1,9.084,105.91123,-2.762,-32.323,-2.77235945612189
193.33,18,8.71505899151196,2,16.02028,102.82581,1.802,7.022,1.09410273549024
27.321,51.144,5.0842198928306,1,50.77504,102.268,-2.724,-4.066,-1.94254312199319
-177.083,14.006,-2.07139877493543,1,-23.96552,100.80285,-18.87,23.374,-6.0282819384571
61.02,15.19,13.918134847222,2,20.13761,99.16185,5.104,39.453,6.76731021052955
-252.587,3.1,5.53513618004049,3,-87.42337,98.289,1.052,-1.76,1.17451596821618
20.852,42.5,11.6463742908022,2,47.95103,96.588,2.182,3.243,2.18886404108171
6160.85,24.001,20.6970767687188,1,7.72297,94.84436,-1.281,-91.82,-7.47675454818821
1.441,10,41.3890487162607,1,87.23055,91.1407,23.888,28.24,20.2715382927364
809.598,3.1,5.01955451727094,1,4.77223,89.60078,8.999,94.213,3.76343822006907
93.22,18,21.7722902916697,2,41.32083,89.14262,11.578,29.385,11.5778849668094
2.58,99,1.87225450410211,1,40.11462,88.15575,1.36,3.704,1.26437583481509
112.442,47,54.0927796942069,1,100.68834,88.08048,7.834,20.861,17.8858017122522
-81.572,22.9,8.80057796900934,2,-21.45341,81.41613,1.573,-2.923,0.770449295489727
172.04,9,17.8012372900395,1,14.63181,78.16114,2.769,11.853,1.6161995590136
770.58,9,-7.30034915682342,1,1.03393,72.6894,-23.711,-881.198,-12.5341246454091
279.565,9,2.72033331563542,1,5.70567,72.14334,-3.699,-21.615,-1.51205566481818
764.665,9,21.227161703768,1,9.19272,68.30249,4.16,44.346,4.47641074285872
4407.369,3.00506,23.3668912788017,1,2.75932,67.227,3.076,322.804,9.93551697978491
106.46,14,17.2709169230387,1,24.67191,64.3271,13.053,29.803,8.95905458197245
8.58,12.02024,35.449390144739,1,160.70869,61.49,3.975,4.359,8.26031875101643
252.943,9,8.82857007231753,1,9.66785,60.67132,-3.943,-19.245,-2.29998292438668
-289.814,3.00506,28.6664986986637,1,-15.11367,60.1305,4.066,-49.154,12.3549280315314
-715.765,36,22.4330317667531,1,-11.33629,59.25944,12.203,-78.379,6.22511788839044
997.884,10,-2.13699025622519,1,7.30543,55.42,-2.849,-39.666,-3.92149043666546
59.198,3.00506,19.1889376393428,1,30.34462,55.16074,8.845,17.541,6.31146355179427
6.211,49.884,-31.3633030548626,1,30.33389,54.15399,-35.896,-91.002,-50.9741202818112
31.271,9.2,6.6977177809949,1,10.657,52.7732,1.954,6.808,1.03124313098315
42.216,3.02,30.2331950207469,1,31.3089,50.61,5.274,8.376,5.18203912270302
71.699,40,23.6557434050342,1,24.2294,46.64846,9.334,23.064,11.9798166970571
15.428,15,25.0748131684061,1,38.29353,37.2528,16.079,19.509,15.0405607095306
260,13.5,-29.2307692307692,1,4,37,-62.5,-225,-34.6153846153846
573.919,3.00506,30.2628267055786,1,134.96951,26.26103,0.104,1.61,6.46604493426191
